Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Bowler,Start Date
10.0,10,10,4,4.20,10.5,15.0,Pakistan,Colombo (RPS),06/16/2012,Thisara Perera,2012
8.0,8,8,1,6.75,54.0,48.0,Pakistan,Colombo (RPS),06/18/2012,Thisara Perera,2012
10.0,10,10,3,7.00,23.33,20.0,India,Hambantota,07/21/2012,Thisara Perera,2012
8.0,8,8,3,2.37,6.33,16.0,India,Hambantota,07/24/2012,Thisara Perera,2012
9.0,9,9,1,6.33,57.0,54.0,India,Colombo (RPS),07/28/2012,Thisara Perera,2012
6.0,6,6,0,8.50,0.0,0.0,India,Colombo (RPS),07/31/2012,Thisara Perera,2012
10.0,10,10,1,5.30,53.0,60.0,India,Pallekele,08/04/2012,Thisara Perera,2012
7.0,7,7,1,7.42,52.0,42.0,New Zealand,Pallekele,11/04/2012,Thisara Perera,2012
4.0,4,4,0,5.50,0.0,0.0,New Zealand,Pallekele,11/06/2012,Thisara Perera,2012
5.0,5,5,1,3.20,16.0,30.0,New Zealand,Hambantota,11/10/2012,Thisara Perera,2012
4.0,4,4,0,7.00,0.0,0.0,Australia,Melbourne,01/11/2013,Thisara Perera,2013
9.0,9,9,2,4.44,20.0,27.0,Australia,Adelaide,01/13/2013,Thisara Perera,2013
3.0,3,3,0,4.66,0.0,0.0,Australia,Brisbane,01/18/2013,Thisara Perera,2013
10.0,10,10,2,6.40,32.0,30.0,Australia,Sydney,01/20/2013,Thisara Perera,2013
6.0,6,6,1,6.50,39.0,36.0,Australia,Hobart,01/23/2013,Thisara Perera,2013
8.0,8,8,1,5.62,45.0,48.0,Bangladesh,Hambantota,03/23/2013,Thisara Perera,2013
5.0,5,5,0,8.80,0.0,0.0,Bangladesh,Pallekele,03/28/2013,Thisara Perera,2013
2.0,2,2,0,2.00,0.0,0.0,New Zealand,Cardiff,06/09/2013,Thisara Perera,2013
6.0,6,6,0,4.16,0.0,0.0,India,Cardiff,06/20/2013,Thisara Perera,2013
7.0,7,7,3,4.42,10.33,14.0,South Africa,Colombo (RPS),07/20/2013,Thisara Perera,2013
4.0,4,4,1,5.75,23.0,24.0,South Africa,Colombo (RPS),07/23/2013,Thisara Perera,2013
8.0,8,8,2,6.37,25.5,24.0,South Africa,Pallekele,07/26/2013,Thisara Perera,2013
3.0,3,3,0,7.33,0.0,0.0,South Africa,Pallekele,07/28/2013,Thisara Perera,2013
5.0,5,5,1,3.40,17.0,30.0,South Africa,Colombo (RPS),07/31/2013,Thisara Perera,2013
6.0,6,6,1,8.83,53.0,36.0,Pakistan,Sharjah,12/18/2013,Thisara Perera,2013
2.4,2,2,0,7.12,0.0,0.0,Pakistan,Dubai (DSC),12/20/2013,Thisara Perera,2013
8.0,8,8,2,7.25,29.0,24.0,Pakistan,Sharjah,12/22/2013,Thisara Perera,2013
9.0,9,9,1,3.88,35.0,54.0,Bangladesh,Dhaka,02/17/2014,Thisara Perera,2014
6.0,6,6,2,6.66,20.0,18.0,Bangladesh,Dhaka,02/20/2014,Thisara Perera,2014
9.0,9,9,1,4.33,39.0,54.0,Bangladesh,Dhaka,02/22/2014,Thisara Perera,2014
6.0,6,6,0,6.00,0.0,0.0,Pakistan,Fatullah,02/25/2014,Thisara Perera,2014
6.4,6,6,0,6.00,0.0,0.0,India,Fatullah,02/28/2014,Thisara Perera,2014
10.0,10,10,3,2.90,9.66,20.0,Afghanistan,Dhaka,03/03/2014,Thisara Perera,2014
8.0,8,8,2,3.62,14.5,24.0,Bangladesh,Dhaka,03/06/2014,Thisara Perera,2014
10.0,10,10,0,6.60,0.0,0.0,Pakistan,Dhaka,03/08/2014,Thisara Perera,2014
3.0,3,3,0,8.33,0.0,0.0,England,The Oval,05/22/2014,Thisara Perera,2014
7.0,7,7,2,6.14,21.5,21.0,Pakistan,Hambantota,08/23/2014,Thisara Perera,2014
3.0,3,3,3,6.33,6.33,6.0,Pakistan,Hambantota,08/26/2014,Thisara Perera,2014
8.0,8,8,4,4.25,8.5,12.0,Pakistan,Dambulla,08/30/2014,Thisara Perera,2014
7.0,7,7,0,7.28,0.0,0.0,India,Cuttack,11/02/2014,Thisara Perera,2014
4.0,4,4,0,8.75,0.0,0.0,India,Ahmedabad,11/06/2014,Thisara Perera,2014
7.0,7,7,1,4.71,33.0,42.0,India,Hyderabad (Deccan),11/09/2014,Thisara Perera,2014
5.0,5,5,0,8.60,0.0,0.0,India,Kolkata,11/13/2014,Thisara Perera,2014
3.0,3,3,0,6.66,0.0,0.0,India,Ranchi,11/16/2014,Thisara Perera,2014
9.1,9,9,3,4.80,14.66,18.3,England,Colombo (RPS),11/26/2014,Thisara Perera,2014
3.0,3,3,1,5.33,16.0,18.0,England,Colombo (RPS),11/29/2014,Thisara Perera,2014
3.0,3,3,0,6.00,0.0,0.0,England,Hambantota,12/03/2014,Thisara Perera,2014
2.0,2,2,0,9.50,0.0,0.0,England,Colombo (RPS),12/07/2014,Thisara Perera,2014
6.0,6,6,1,4.33,26.0,36.0,England,Pallekele,12/10/2014,Thisara Perera,2014
3.0,3,3,0,7.00,0.0,0.0,England,Pallekele,12/13/2014,Thisara Perera,2014
3.0,3,3,0,7.33,0.0,0.0,England,Colombo (RPS),12/16/2014,Thisara Perera,2014
7.0,7,7,0,4.14,0.0,0.0,New Zealand,Christchurch,01/11/2015,Thisara Perera,2015
4.0,4,4,0,10.25,0.0,0.0,New Zealand,Hamilton,01/15/2015,Thisara Perera,2015
3.0,3,3,0,8.00,0.0,0.0,New Zealand,Auckland,01/17/2015,Thisara Perera,2015
8.0,8,8,1,7.25,58.0,48.0,New Zealand,Nelson,01/20/2015,Thisara Perera,2015
10.0,10,10,1,4.90,49.0,60.0,New Zealand,Dunedin,01/23/2015,Thisara Perera,2015
10.0,10,10,1,8.60,86.0,60.0,New Zealand,Dunedin,01/25/2015,Thisara Perera,2015
5.0,5,5,1,8.40,42.0,30.0,New Zealand,Wellington,01/29/2015,Thisara Perera,2015
10.0,10,10,1,5.40,54.0,60.0,Afghanistan,Dunedin,02/22/2015,Thisara Perera,2015
6.2,6,6,1,5.21,33.0,38.0,Bangladesh,Melbourne,02/26/2015,Thisara Perera,2015
8.1,8,8,1,6.73,55.0,49.0,England,Wellington,03/01/2015,Thisara Perera,2015
9.0,9,9,2,9.66,43.5,27.0,Australia,Sydney,03/08/2015,Thisara Perera,2015
7.0,7,7,1,5.85,41.0,42.0,Scotland,Hobart,03/11/2015,Thisara Perera,2015
1.0,1,1,0,10.00,0.0,0.0,South Africa,Sydney,03/18/2015,Thisara Perera,2015
8.0,8,8,1,4.00,32.0,48.0,Pakistan,Dambulla,07/11/2015,Thisara Perera,2015
2.0,2,2,0,7.50,0.0,0.0,Pakistan,Pallekele,07/15/2015,Thisara Perera,2015
10.0,10,10,0,6.30,0.0,0.0,Pakistan,Colombo (RPS),07/19/2015,Thisara Perera,2015
8.0,8,8,2,4.75,19.0,24.0,Pakistan,Hambantota,07/26/2015,Thisara Perera,2015
2.0,2,2,1,6.50,13.0,12.0,New Zealand,Nelson,01/02/2016,Thisara Perera,2016
6.0,6,6,0,7.50,0.0,0.0,New Zealand,Mount Maunganui,01/05/2016,Thisara Perera,2016
5.0,5,5,1,5.00,25.0,30.0,Australia,Colombo (RPS),08/21/2016,Thisara Perera,2016
5.0,5,5,3,6.60,11.0,10.0,Australia,Colombo (RPS),08/24/2016,Thisara Perera,2016
2.0,2,2,0,9.00,0.0,0.0,Australia,Dambulla,08/28/2016,Thisara Perera,2016
3.0,3,3,0,8.00,0.0,0.0,Australia,Dambulla,08/31/2016,Thisara Perera,2016
8.0,8,8,0,7.87,0.0,0.0,Bangladesh,Dambulla,03/25/2017,Thisara Perera,2017
2.0,2,2,0,7.00,0.0,0.0,Bangladesh,Colombo (SSC),04/01/2017,Thisara Perera,2017
9.0,9,9,1,6.00,54.0,54.0,India,The Oval,06/08/2017,Thisara Perera,2017
8.0,8,8,1,5.37,43.0,48.0,Pakistan,Cardiff,06/12/2017,Thisara Perera,2017
2.0,2,2,0,9.00,0.0,0.0,India,Dambulla,08/20/2017,Thisara Perera,2017
8.0,8,8,1,8.50,68.0,48.0,Pakistan,Dubai (DSC),10/13/2017,Thisara Perera,2017
10.0,10,10,2,3.40,17.0,30.0,Pakistan,Abu Dhabi,10/16/2017,Thisara Perera,2017
4.0,4,4,1,5.50,22.0,24.0,Pakistan,Abu Dhabi,10/18/2017,Thisara Perera,2017
4.0,4,4,0,4.00,0.0,0.0,Pakistan,Sharjah,10/20/2017,Thisara Perera,2017
2.0,2,2,0,9.00,0.0,0.0,Pakistan,Sharjah,10/23/2017,Thisara Perera,2017
4.2,4,4,1,6.69,29.0,26.0,India,Dharamsala,12/10/2017,Thisara Perera,2017
8.0,8,8,3,10.00,26.66,16.0,India,Mohali,12/13/2017,Thisara Perera,2017
5.0,5,5,1,5.00,25.0,30.0,India,Visakhapatnam,12/17/2017,Thisara Perera,2017
10.0,10,10,2,4.30,21.5,30.0,Zimbabwe,Dhaka,01/17/2018,Thisara Perera,2018
9.0,9,9,3,6.66,20.0,18.0,Bangladesh,Dhaka,01/19/2018,Thisara Perera,2018
8.0,8,8,4,4.12,8.25,12.0,Zimbabwe,Dhaka,01/21/2018,Thisara Perera,2018
6.0,6,6,2,4.50,13.5,18.0,Bangladesh,Dhaka,01/25/2018,Thisara Perera,2018
7.0,7,7,0,4.42,0.0,0.0,Bangladesh,Dhaka,01/27/2018,Thisara Perera,2018
7.0,7,7,1,4.85,34.0,42.0,South Africa,Dambulla,08/01/2018,Thisara Perera,2018
10.0,10,10,4,7.50,18.75,15.0,South Africa,Pallekele,08/05/2018,Thisara Perera,2018
4.0,4,4,2,8.00,16.0,12.0,South Africa,Pallekele,08/08/2018,Thisara Perera,2018
2.0,2,2,0,7.00,0.0,0.0,South Africa,Colombo (RPS),08/12/2018,Thisara Perera,2018
7.3,7,7,1,6.80,51.0,45.0,Bangladesh,Dubai (DSC),09/15/2018,Thisara Perera,2018
9.0,9,9,5,6.11,11.0,10.8,Afghanistan,Abu Dhabi,09/17/2018,Thisara Perera,2018
7.0,7,7,1,5.28,37.0,42.0,England,Dambulla,10/13/2018,Thisara Perera,2018
1.0,1,1,0,8.00,0.0,0.0,England,Pallekele,10/17/2018,Thisara Perera,2018
2.0,2,2,0,9.00,0.0,0.0,England,Colombo (RPS),10/23/2018,Thisara Perera,2018
10.0,10,10,2,8.00,40.0,30.0,New Zealand,Mount Maunganui,01/03/2019,Thisara Perera,2019
7.0,7,7,0,9.85,0.0,0.0,New Zealand,Mount Maunganui,01/05/2019,Thisara Perera,2019
2.0,2,2,0,4.00,0.0,0.0,New Zealand,Nelson,01/08/2019,Thisara Perera,2019
3.0,3,3,0,7.33,0.0,0.0,South Africa,Johannesburg,03/03/2019,Thisara Perera,2019
7.0,7,7,3,3.71,8.66,14.0,South Africa,Centurion,03/06/2019,Thisara Perera,2019
5.0,5,5,0,7.60,0.0,0.0,South Africa,Durban,03/10/2019,Thisara Perera,2019
2.5,2,2,0,4.58,0.0,0.0,South Africa,Port Elizabeth,03/13/2019,Thisara Perera,2019
5.0,5,5,1,4.00,20.0,30.0,South Africa,Cape Town,03/16/2019,Thisara Perera,2019
2.0,2,2,0,6.50,0.0,0.0,England,Cardiff,07/02/2016,Kusal Mendis,2016
1.2,1,1,0,11.25,0.0,0.0,South Africa,Port Elizabeth,01/28/2017,Kusal Mendis,2017
4.1,4,4,1,6.00,25.0,25.0,Australia,Melbourne,03/02/2012,Lahiru Thirimanne,2012
4.1,4,4,0,3.84,0.0,0.0,West Indies,Port of Spain,07/07/2013,Lahiru Thirimanne,2013
7.0,7,7,2,5.14,18.0,21.0,New Zealand,Dunedin,01/23/2015,Lahiru Thirimanne,2015
2.0,2,2,0,8.50,0.0,0.0,New Zealand,Dunedin,01/25/2015,Lahiru Thirimanne,2015
8.0,8,8,0,3.00,0.0,0.0,Zimbabwe,Harare,11/28/2008,Angelo Mathews,2008
2.0,2,2,0,6.50,0.0,0.0,Zimbabwe,Harare,11/30/2008,Angelo Mathews,2008
6.0,6,6,1,3.16,19.0,36.0,Zimbabwe,Dhaka,01/12/2009,Angelo Mathews,2009
1.0,1,1,0,12.00,0.0,0.0,Bangladesh,Dhaka,01/14/2009,Angelo Mathews,2009
3.0,3,3,0,8.00,0.0,0.0,India,Colombo (RPS),02/05/2009,Angelo Mathews,2009
5.0,5,5,0,4.40,0.0,0.0,Pakistan,Dambulla,07/30/2009,Angelo Mathews,2009
7.0,7,7,1,2.14,15.0,42.0,Pakistan,Dambulla,08/01/2009,Angelo Mathews,2009
10.0,10,10,2,4.10,20.5,30.0,Pakistan,Dambulla,08/03/2009,Angelo Mathews,2009
8.0,8,8,0,6.00,0.0,0.0,Pakistan,Colombo (RPS),08/07/2009,Angelo Mathews,2009
6.0,6,6,1,5.00,30.0,36.0,Pakistan,Colombo (RPS),08/09/2009,Angelo Mathews,2009
5.0,5,5,0,3.80,0.0,0.0,New Zealand,Colombo (RPS),09/08/2009,Angelo Mathews,2009
6.0,6,6,6,3.33,3.33,6.0,India,Colombo (RPS),09/12/2009,Angelo Mathews,2009
3.0,3,3,0,5.00,0.0,0.0,India,Colombo (RPS),09/14/2009,Angelo Mathews,2009
8.0,8,8,2,5.37,21.5,24.0,South Africa,Centurion,09/22/2009,Angelo Mathews,2009
8.0,8,8,0,3.25,0.0,0.0,England,Johannesburg,09/25/2009,Angelo Mathews,2009
6.0,6,6,2,5.50,16.5,18.0,New Zealand,Johannesburg,09/27/2009,Angelo Mathews,2009
7.0,7,7,1,8.57,60.0,42.0,India,Rajkot,12/15/2009,Angelo Mathews,2009
10.0,10,10,1,6.00,60.0,60.0,India,Nagpur,12/18/2009,Angelo Mathews,2009
4.0,4,4,0,3.50,0.0,0.0,Zimbabwe,Harare,06/09/2010,Angelo Mathews,2010
10.0,10,10,2,3.80,19.0,30.0,Pakistan,Dambulla,06/15/2010,Angelo Mathews,2010
6.0,6,6,1,6.16,37.0,36.0,India,Dambulla,06/22/2010,Angelo Mathews,2010
3.0,3,3,0,5.33,0.0,0.0,India,Dambulla,06/24/2010,Angelo Mathews,2010
10.0,10,10,3,3.60,12.0,20.0,New Zealand,Dambulla,08/13/2010,Angelo Mathews,2010
7.0,7,7,2,4.57,16.0,21.0,India,Dambulla,08/16/2010,Angelo Mathews,2010
8.0,8,8,1,2.50,20.0,48.0,India,Dambulla,08/22/2010,Angelo Mathews,2010
10.0,10,10,1,4.80,48.0,60.0,India,Dambulla,08/28/2010,Angelo Mathews,2010
7.0,7,7,0,5.00,0.0,0.0,West Indies,Colombo (SSC),01/31/2011,Angelo Mathews,2011
4.0,4,4,0,5.00,0.0,0.0,West Indies,Colombo (SSC),02/03/2011,Angelo Mathews,2011
6.0,6,6,0,5.50,0.0,0.0,West Indies,Colombo (SSC),02/06/2011,Angelo Mathews,2011
10.0,10,10,1,5.60,56.0,60.0,Pakistan,Colombo (RPS),02/26/2011,Angelo Mathews,2011
7.0,7,7,1,2.85,20.0,42.0,Kenya,Colombo (RPS),03/01/2011,Angelo Mathews,2011
5.0,5,5,2,5.80,14.5,15.0,Zimbabwe,Pallekele,03/10/2011,Angelo Mathews,2011
3.0,3,3,1,6.33,19.0,18.0,New Zealand,Mumbai,03/18/2011,Angelo Mathews,2011
5.0,5,5,1,4.00,20.0,30.0,England,Colombo (RPS),03/26/2011,Angelo Mathews,2011
6.0,6,6,0,4.50,0.0,0.0,New Zealand,Colombo (RPS),03/29/2011,Angelo Mathews,2011
2.0,2,2,0,6.50,0.0,0.0,England,Leeds,07/01/2011,Angelo Mathews,2011
1.0,1,1,0,4.00,0.0,0.0,England,Lord's,07/03/2011,Angelo Mathews,2011
3.0,3,3,0,7.33,0.0,0.0,England,Nottingham,07/06/2011,Angelo Mathews,2011
3.0,3,3,0,6.00,0.0,0.0,Australia,Hambantota,08/14/2011,Angelo Mathews,2011
3.0,3,3,1,2.00,6.0,18.0,Australia,Colombo (RPS),08/22/2011,Angelo Mathews,2011
5.0,5,5,1,2.20,11.0,30.0,Pakistan,Abu Dhabi,11/23/2011,Angelo Mathews,2011
5.0,5,5,0,4.60,0.0,0.0,South Africa,Paarl,01/11/2012,Angelo Mathews,2012
2.0,2,2,0,6.50,0.0,0.0,South Africa,East London,01/14/2012,Angelo Mathews,2012
4.0,4,4,0,5.25,0.0,0.0,South Africa,Bloemfontein,01/17/2012,Angelo Mathews,2012
1.0,1,1,0,6.00,0.0,0.0,South Africa,Kimberley,01/20/2012,Angelo Mathews,2012
3.0,3,3,0,5.33,0.0,0.0,South Africa,Johannesburg,01/22/2012,Angelo Mathews,2012
9.4,9,9,2,3.20,15.5,29.0,India,Perth,02/08/2012,Angelo Mathews,2012
9.0,9,9,2,4.11,18.5,27.0,Australia,Perth,02/10/2012,Angelo Mathews,2012
5.0,5,5,0,7.00,0.0,0.0,India,Adelaide,02/14/2012,Angelo Mathews,2012
4.0,4,4,1,6.50,26.0,24.0,Australia,Sydney,02/17/2012,Angelo Mathews,2012
4.0,4,4,0,3.00,0.0,0.0,India,Brisbane,02/21/2012,Angelo Mathews,2012
7.0,7,7,2,6.14,21.5,21.0,Australia,Hobart,02/24/2012,Angelo Mathews,2012
7.0,7,7,0,6.28,0.0,0.0,India,Hobart,02/28/2012,Angelo Mathews,2012
4.0,4,4,0,2.00,0.0,0.0,Australia,Melbourne,03/02/2012,Angelo Mathews,2012
6.0,6,6,0,3.00,0.0,0.0,Pakistan,Pallekele,06/07/2012,Angelo Mathews,2012
10.0,10,10,0,4.80,0.0,0.0,Pakistan,Pallekele,06/09/2012,Angelo Mathews,2012
0.2,0,0,0,0.00,0.0,0.0,Pakistan,Colombo (RPS),06/13/2012,Angelo Mathews,2012
9.0,9,9,1,3.66,33.0,54.0,Pakistan,Colombo (RPS),06/16/2012,Angelo Mathews,2012
10.0,10,10,0,4.10,0.0,0.0,Pakistan,Colombo (RPS),06/18/2012,Angelo Mathews,2012
10.0,10,10,1,5.80,58.0,60.0,India,Hambantota,07/21/2012,Angelo Mathews,2012
7.0,7,7,3,2.00,4.66,14.0,India,Hambantota,07/24/2012,Angelo Mathews,2012
8.4,8,8,0,5.65,0.0,0.0,India,Colombo (RPS),07/28/2012,Angelo Mathews,2012
6.0,6,6,1,3.00,18.0,36.0,India,Colombo (RPS),07/31/2012,Angelo Mathews,2012
5.0,5,5,0,5.80,0.0,0.0,India,Pallekele,08/04/2012,Angelo Mathews,2012
7.0,7,7,1,5.42,38.0,42.0,New Zealand,Pallekele,11/04/2012,Angelo Mathews,2012
5.0,5,5,1,3.00,15.0,30.0,New Zealand,Pallekele,11/06/2012,Angelo Mathews,2012
6.0,6,6,0,3.16,0.0,0.0,New Zealand,Hambantota,11/10/2012,Angelo Mathews,2012
8.0,8,8,1,5.75,46.0,48.0,Australia,Melbourne,01/11/2013,Angelo Mathews,2013
10.0,10,10,2,2.40,12.0,30.0,Australia,Adelaide,01/13/2013,Angelo Mathews,2013
4.0,4,4,1,2.50,10.0,24.0,Australia,Brisbane,01/18/2013,Angelo Mathews,2013
10.0,10,10,0,5.00,0.0,0.0,Australia,Sydney,01/20/2013,Angelo Mathews,2013
7.0,7,7,0,6.28,0.0,0.0,Australia,Hobart,01/23/2013,Angelo Mathews,2013
9.0,9,9,2,4.00,18.0,27.0,Bangladesh,Hambantota,03/23/2013,Angelo Mathews,2013
5.0,5,5,2,7.80,19.5,15.0,Bangladesh,Pallekele,03/28/2013,Angelo Mathews,2013
6.0,6,6,0,4.66,0.0,0.0,England,The Oval,06/13/2013,Angelo Mathews,2013
3.0,3,3,1,7.00,21.0,18.0,Australia,The Oval,06/17/2013,Angelo Mathews,2013
4.0,4,4,1,2.50,10.0,24.0,India,Cardiff,06/20/2013,Angelo Mathews,2013
5.0,5,5,0,5.60,0.0,0.0,West Indies,Kingston,06/28/2013,Angelo Mathews,2013
8.0,8,8,1,2.87,23.0,48.0,India,Kingston,07/02/2013,Angelo Mathews,2013
8.0,8,8,4,3.62,7.25,12.0,West Indies,Port of Spain,07/07/2013,Angelo Mathews,2013
5.0,5,5,1,1.00,5.0,30.0,India,Port of Spain,07/09/2013,Angelo Mathews,2013
10.0,10,10,1,3.80,38.0,60.0,India,Port of Spain,07/11/2013,Angelo Mathews,2013
5.0,5,5,0,3.40,0.0,0.0,South Africa,Pallekele,07/26/2013,Angelo Mathews,2013
7.0,7,7,0,4.42,0.0,0.0,South Africa,Pallekele,07/28/2013,Angelo Mathews,2013
4.0,4,4,0,8.00,0.0,0.0,South Africa,Colombo (RPS),07/31/2013,Angelo Mathews,2013
5.0,5,5,0,7.00,0.0,0.0,New Zealand,Hambantota,11/12/2013,Angelo Mathews,2013
1.0,1,1,0,4.00,0.0,0.0,New Zealand,Dambulla,11/16/2013,Angelo Mathews,2013
5.0,5,5,0,5.80,0.0,0.0,Pakistan,Sharjah,12/18/2013,Angelo Mathews,2013
3.4,3,3,0,4.63,0.0,0.0,Pakistan,Dubai (DSC),12/20/2013,Angelo Mathews,2013
4.0,4,4,0,7.25,0.0,0.0,Pakistan,Sharjah,12/22/2013,Angelo Mathews,2013
6.0,6,6,1,2.50,15.0,36.0,Pakistan,Abu Dhabi,12/25/2013,Angelo Mathews,2013
10.0,10,10,1,2.60,26.0,60.0,Pakistan,Abu Dhabi,12/27/2013,Angelo Mathews,2013
7.2,7,7,3,2.86,7.0,14.6,Bangladesh,Dhaka,02/17/2014,Angelo Mathews,2014
8.0,8,8,0,5.50,0.0,0.0,Bangladesh,Dhaka,02/20/2014,Angelo Mathews,2014
3.0,3,3,0,7.00,0.0,0.0,Bangladesh,Dhaka,02/22/2014,Angelo Mathews,2014
5.0,5,5,1,5.00,25.0,30.0,Pakistan,Fatullah,02/25/2014,Angelo Mathews,2014
3.2,3,3,0,2.70,0.0,0.0,India,Fatullah,02/28/2014,Angelo Mathews,2014
7.0,7,7,0,3.28,0.0,0.0,Pakistan,Dhaka,03/08/2014,Angelo Mathews,2014
2.0,2,2,0,3.00,0.0,0.0,Ireland,Dublin,05/06/2014,Angelo Mathews,2014
6.0,6,6,1,4.16,25.0,36.0,England,The Oval,05/22/2014,Angelo Mathews,2014
2.0,2,2,1,4.50,9.0,12.0,England,Chester-le-Street,05/25/2014,Angelo Mathews,2014
7.0,7,7,1,4.28,30.0,42.0,England,Lord's,05/31/2014,Angelo Mathews,2014
6.0,6,6,1,3.83,23.0,36.0,England,Birmingham,06/03/2014,Angelo Mathews,2014
6.0,6,6,1,5.00,30.0,36.0,South Africa,Colombo (RPS),07/06/2014,Angelo Mathews,2014
3.0,3,3,0,3.66,0.0,0.0,South Africa,Pallekele,07/09/2014,Angelo Mathews,2014
6.0,6,6,0,7.16,0.0,0.0,South Africa,Hambantota,07/12/2014,Angelo Mathews,2014
9.0,9,9,2,5.33,24.0,27.0,Pakistan,Hambantota,08/23/2014,Angelo Mathews,2014
2.0,2,2,0,7.50,0.0,0.0,Pakistan,Hambantota,08/26/2014,Angelo Mathews,2014
5.0,5,5,0,2.20,0.0,0.0,Pakistan,Dambulla,08/30/2014,Angelo Mathews,2014
4.0,4,4,0,8.25,0.0,0.0,India,Cuttack,11/02/2014,Angelo Mathews,2014
4.0,4,4,0,4.50,0.0,0.0,India,Ahmedabad,11/06/2014,Angelo Mathews,2014
3.0,3,3,0,5.66,0.0,0.0,India,Hyderabad (Deccan),11/09/2014,Angelo Mathews,2014
8.0,8,8,2,5.50,22.0,24.0,India,Kolkata,11/13/2014,Angelo Mathews,2014
7.0,7,7,2,4.71,16.5,21.0,India,Ranchi,11/16/2014,Angelo Mathews,2014
3.0,3,3,0,5.66,0.0,0.0,England,Colombo (RPS),11/26/2014,Angelo Mathews,2014
6.0,6,6,1,3.83,23.0,36.0,England,Colombo (RPS),11/29/2014,Angelo Mathews,2014
7.0,7,7,2,4.85,17.0,21.0,England,Hambantota,12/03/2014,Angelo Mathews,2014
6.0,6,6,0,3.50,0.0,0.0,England,Colombo (RPS),12/07/2014,Angelo Mathews,2014
4.0,4,4,0,3.50,0.0,0.0,England,Pallekele,12/10/2014,Angelo Mathews,2014
2.0,2,2,0,1.50,0.0,0.0,England,Colombo (RPS),12/16/2014,Angelo Mathews,2014
2.0,2,2,0,8.50,0.0,0.0,New Zealand,Christchurch,01/11/2015,Angelo Mathews,2015
1.0,1,1,0,2.00,0.0,0.0,New Zealand,Hamilton,01/15/2015,Angelo Mathews,2015
6.5,6,6,3,3.07,7.0,13.6,New Zealand,Auckland,01/17/2015,Angelo Mathews,2015
4.0,4,4,1,4.00,16.0,24.0,New Zealand,Nelson,01/20/2015,Angelo Mathews,2015
6.0,6,6,0,4.66,0.0,0.0,New Zealand,Christchurch,02/14/2015,Angelo Mathews,2015
7.0,7,7,3,5.85,13.66,14.0,Afghanistan,Dunedin,02/22/2015,Angelo Mathews,2015
5.4,5,5,1,6.35,36.0,34.0,Bangladesh,Melbourne,02/26/2015,Angelo Mathews,2015
10.0,10,10,1,4.30,43.0,60.0,England,Wellington,03/01/2015,Angelo Mathews,2015
7.0,7,7,1,8.42,59.0,42.0,Australia,Sydney,03/08/2015,Angelo Mathews,2015
5.0,5,5,1,4.40,22.0,30.0,Pakistan,Dambulla,07/11/2015,Angelo Mathews,2015
10.0,10,10,1,3.60,36.0,60.0,Pakistan,Pallekele,07/15/2015,Angelo Mathews,2015
8.0,8,8,0,6.50,0.0,0.0,Pakistan,Colombo (RPS),07/19/2015,Angelo Mathews,2015
2.4,2,2,0,3.37,0.0,0.0,Pakistan,Colombo (RPS),07/22/2015,Angelo Mathews,2015
3.0,3,3,1,3.00,9.0,18.0,Pakistan,Hambantota,07/26/2015,Angelo Mathews,2015
3.0,3,3,1,11.66,35.0,18.0,West Indies,Colombo (RPS),11/01/2015,Angelo Mathews,2015
2.0,2,2,1,5.50,11.0,12.0,West Indies,Pallekele,11/07/2015,Angelo Mathews,2015
1.0,1,1,0,17.00,0.0,0.0,New Zealand,Christchurch,12/26/2015,Angelo Mathews,2015
2.0,2,2,0,8.50,0.0,0.0,New Zealand,Nelson,12/31/2015,Angelo Mathews,2015
9.0,9,9,2,4.11,18.5,27.0,Ireland,Dublin (Malahide),06/16/2016,Angelo Mathews,2016
4.0,4,4,1,8.50,34.0,24.0,Ireland,Dublin (Malahide),06/18/2016,Angelo Mathews,2016
6.0,6,6,2,3.66,11.0,18.0,England,Nottingham,06/21/2016,Angelo Mathews,2016
2.0,2,2,0,4.00,0.0,0.0,England,Bristol,06/26/2016,Angelo Mathews,2016
3.0,3,3,0,5.66,0.0,0.0,England,The Oval,06/29/2016,Angelo Mathews,2016
7.0,7,7,0,4.71,0.0,0.0,Australia,Colombo (RPS),08/21/2016,Angelo Mathews,2016
6.0,6,6,2,2.83,8.5,18.0,Australia,Colombo (RPS),08/24/2016,Angelo Mathews,2016
7.0,7,7,2,4.28,15.0,21.0,Australia,Dambulla,08/28/2016,Angelo Mathews,2016
2.0,2,2,0,4.50,0.0,0.0,India,Dambulla,08/20/2017,Angelo Mathews,2017
3.0,3,3,0,3.66,0.0,0.0,India,Pallekele,08/24/2017,Angelo Mathews,2017
3.0,3,3,0,5.66,0.0,0.0,India,Pallekele,08/27/2017,Angelo Mathews,2017
6.0,6,6,2,4.00,12.0,18.0,India,Colombo (RPS),08/31/2017,Angelo Mathews,2017
3.0,3,3,0,4.66,0.0,0.0,India,Colombo (RPS),09/03/2017,Angelo Mathews,2017
5.0,5,5,1,1.60,8.0,30.0,India,Dharamsala,12/10/2017,Angelo Mathews,2017
4.0,4,4,0,2.25,0.0,0.0,India,Mohali,12/13/2017,Angelo Mathews,2017
3.0,3,3,0,10.00,0.0,0.0,India,Visakhapatnam,12/17/2017,Angelo Mathews,2017
